"","...1","year","quarter_cycle","GDP_growth_qt","DSPIC_change_pct","UNRATE","CPIAUCSL","R_majorvote_pct","D_majorvote_pct","H_incumbent_party_majorvote_pct","CPIAUCSL.ave","days_until_election","support","emonth","party","R_totalvote_pct","D_totalvote_pct","winner_party","R_support","D_support","R_difference","D_difference"
"976",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,4.5,44,10,"R",48.95,47.77,"R",44,NA,4.95,NA
"977",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,15.5,41,10,"D",48.95,47.77,"R",NA,41,NA,6.77
"978",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,15.5,45,10,"R",48.95,47.77,"R",45,NA,3.95,NA
"979",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,19.5,51,10,"D",48.95,47.77,"R",NA,51,NA,3.23
"980",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,19.5,40,10,"R",48.95,47.77,"R",40,NA,8.95,NA
"981",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,21.5,49,10,"D",48.95,47.77,"R",NA,49,NA,1.23
"982",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,21.5,41,10,"R",48.95,47.77,"R",41,NA,7.95,NA
"983",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,18,43,10,"D",48.95,47.77,"R",NA,43,NA,4.77
"984",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,18,48,10,"R",48.95,47.77,"R",48,NA,0.950000000000003,NA
"985",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,18.5,41,10,"D",48.95,47.77,"R",NA,41,NA,6.77
"986",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,18.5,38,10,"R",48.95,47.77,"R",38,NA,10.95,NA
"987",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,30.5,42,10,"D",48.95,47.77,"R",NA,42,NA,5.77
"988",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,30.5,44,10,"R",48.95,47.77,"R",44,NA,4.95,NA
"989",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,31.5,46,10,"D",48.95,47.77,"R",NA,46,NA,1.77
"990",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,31.5,42,10,"R",48.95,47.77,"R",42,NA,6.95,NA
"991",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,25,49,10,"D",48.95,47.77,"R",NA,49,NA,1.23
"992",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,25,45,10,"R",48.95,47.77,"R",45,NA,3.95,NA
"993",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,23,42,10,"D",48.95,47.77,"R",NA,42,NA,5.77
"994",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,23,40,10,"R",48.95,47.77,"R",40,NA,8.95,NA
"995",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,25.5,45,10,"D",48.95,47.77,"R",NA,45,NA,2.77
"996",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,25.5,43,10,"R",48.95,47.77,"R",43,NA,5.95,NA
"997",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,5.5,38,10,"D",48.95,47.77,"R",NA,38,NA,9.77
"998",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,5.5,48,10,"R",48.95,47.77,"R",48,NA,0.950000000000003,NA
"999",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,21.5,48,10,"D",48.95,47.77,"R",NA,48,NA,0.229999999999997
"1000",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,21.5,46,10,"R",48.95,47.77,"R",46,NA,2.95,NA
"1001",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,25.5,41,10,"D",48.95,47.77,"R",NA,41,NA,6.77
"1002",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,25.5,49,10,"R",48.95,47.77,"R",49,NA,0.0499999999999972,NA
"1003",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,10,47,10,"D",48.95,47.77,"R",NA,47,NA,0.770000000000003
"1004",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,10,49,10,"R",48.95,47.77,"R",49,NA,0.0499999999999972,NA
"1005",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,8.5,43,10,"D",48.95,47.77,"R",NA,43,NA,4.77
"1006",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,8.5,40,10,"R",48.95,47.77,"R",40,NA,8.95,NA
"1007",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,31.5,39,10,"D",48.95,47.77,"R",NA,39,NA,8.77
"1008",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,31.5,41,10,"R",48.95,47.77,"R",41,NA,7.95,NA
"1009",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,30.5,47,10,"D",48.95,47.77,"R",NA,47,NA,0.770000000000003
"1010",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,30.5,44,10,"R",48.95,47.77,"R",44,NA,4.95,NA
"1011",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,10,47,10,"D",48.95,47.77,"R",NA,47,NA,0.770000000000003
"1012",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,10,44,10,"R",48.95,47.77,"R",44,NA,4.95,NA
"1013",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,17.5,48,10,"D",48.95,47.77,"R",NA,48,NA,0.229999999999997
"1014",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,17.5,47,10,"R",48.95,47.77,"R",47,NA,1.95,NA
"1015",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,26.5,38,10,"D",48.95,47.77,"R",NA,38,NA,9.77
"1016",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,26.5,47,10,"R",48.95,47.77,"R",47,NA,1.95,NA
"1017",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,23.5,46,10,"R",48.95,47.77,"R",46,NA,2.95,NA
"1018",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,11,44,10,"D",48.95,47.77,"R",NA,44,NA,3.77
"1019",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,11,39,10,"R",48.95,47.77,"R",39,NA,9.95,NA
"1020",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,23.5,46,10,"D",48.95,47.77,"R",NA,46,NA,1.77
"1021",79,1998,7,149.582,1.007410129,4.5,163.2,50.61,49.39,49.39,162.825,23.5,45,10,"R",48.95,47.77,"R",45,NA,3.95,NA
"1022",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,7,47,10,"D",48.95,47.77,"R",NA,47,NA,0.770000000000003
"1023",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,7,50,10,"R",48.95,47.77,"R",50,NA,1.05,NA
"1024",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,26.5,37,10,"D",48.95,47.77,"R",NA,37,NA,10.77
"1025",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,26.5,45,10,"R",48.95,47.77,"R",45,NA,3.95,NA
"1026",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,10.5,49,10,"D",48.95,47.77,"R",NA,49,NA,1.23
"1027",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,10.5,47,10,"R",48.95,47.77,"R",47,NA,1.95,NA
"1028",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,19.5,47,10,"D",48.95,47.77,"R",NA,47,NA,0.770000000000003
"1029",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,19.5,47,10,"R",48.95,47.77,"R",47,NA,1.95,NA
"1030",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,19.5,49,10,"D",48.95,47.77,"R",NA,49,NA,1.23
"1031",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,19.5,37,10,"R",48.95,47.77,"R",37,NA,11.95,NA
"1032",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,18,44,10,"D",48.95,47.77,"R",NA,44,NA,3.77
"1033",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,18,43,10,"R",48.95,47.77,"R",43,NA,5.95,NA
"1034",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,4.5,46,10,"D",48.95,47.77,"R",NA,46,NA,1.77
"1035",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,4.5,44,10,"R",48.95,47.77,"R",44,NA,4.95,NA
"1036",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,15.5,41,10,"D",48.95,47.77,"R",NA,41,NA,6.77
"1037",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,15.5,45,10,"R",48.95,47.77,"R",45,NA,3.95,NA
"1038",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,19.5,51,10,"D",48.95,47.77,"R",NA,51,NA,3.23
"1039",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,19.5,40,10,"R",48.95,47.77,"R",40,NA,8.95,NA
"1040",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,21.5,49,10,"D",48.95,47.77,"R",NA,49,NA,1.23
"1041",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,21.5,41,10,"R",48.95,47.77,"R",41,NA,7.95,NA
"1042",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,18,43,10,"D",48.95,47.77,"R",NA,43,NA,4.77
"1043",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,18,48,10,"R",48.95,47.77,"R",48,NA,0.950000000000003,NA
"1044",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,18.5,41,10,"D",48.95,47.77,"R",NA,41,NA,6.77
"1045",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,18.5,38,10,"R",48.95,47.77,"R",38,NA,10.95,NA
"1046",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,30.5,42,10,"D",48.95,47.77,"R",NA,42,NA,5.77
"1047",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,30.5,44,10,"R",48.95,47.77,"R",44,NA,4.95,NA
"1048",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,31.5,46,10,"D",48.95,47.77,"R",NA,46,NA,1.77
"1049",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,31.5,42,10,"R",48.95,47.77,"R",42,NA,6.95,NA
"1050",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,25,49,10,"D",48.95,47.77,"R",NA,49,NA,1.23
"1051",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,25,45,10,"R",48.95,47.77,"R",45,NA,3.95,NA
"1052",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,23,42,10,"D",48.95,47.77,"R",NA,42,NA,5.77
"1053",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,23,40,10,"R",48.95,47.77,"R",40,NA,8.95,NA
"1054",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,25.5,45,10,"D",48.95,47.77,"R",NA,45,NA,2.77
"1055",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,25.5,43,10,"R",48.95,47.77,"R",43,NA,5.95,NA
"1056",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,5.5,38,10,"D",48.95,47.77,"R",NA,38,NA,9.77
"1057",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,5.5,48,10,"R",48.95,47.77,"R",48,NA,0.950000000000003,NA
"1058",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,21.5,48,10,"D",48.95,47.77,"R",NA,48,NA,0.229999999999997
"1059",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,21.5,46,10,"R",48.95,47.77,"R",46,NA,2.95,NA
"1060",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,25.5,41,10,"D",48.95,47.77,"R",NA,41,NA,6.77
"1061",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,25.5,49,10,"R",48.95,47.77,"R",49,NA,0.0499999999999972,NA
"1062",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,10,47,10,"D",48.95,47.77,"R",NA,47,NA,0.770000000000003
"1063",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,10,49,10,"R",48.95,47.77,"R",49,NA,0.0499999999999972,NA
"1064",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,8.5,43,10,"D",48.95,47.77,"R",NA,43,NA,4.77
"1065",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,8.5,40,10,"R",48.95,47.77,"R",40,NA,8.95,NA
"1066",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,31.5,39,10,"D",48.95,47.77,"R",NA,39,NA,8.77
"1067",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,31.5,41,10,"R",48.95,47.77,"R",41,NA,7.95,NA
"1068",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,30.5,47,10,"D",48.95,47.77,"R",NA,47,NA,0.770000000000003
"1069",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,30.5,44,10,"R",48.95,47.77,"R",44,NA,4.95,NA
"1070",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,10,47,10,"D",48.95,47.77,"R",NA,47,NA,0.770000000000003
"1071",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,10,44,10,"R",48.95,47.77,"R",44,NA,4.95,NA
"1072",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,17.5,48,10,"D",48.95,47.77,"R",NA,48,NA,0.229999999999997
"1073",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,17.5,47,10,"R",48.95,47.77,"R",47,NA,1.95,NA
"1074",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,26.5,38,10,"D",48.95,47.77,"R",NA,38,NA,9.77
"1075",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,26.5,47,10,"R",48.95,47.77,"R",47,NA,1.95,NA
"1076",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,23.5,46,10,"R",48.95,47.77,"R",46,NA,2.95,NA
"1077",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,11,44,10,"D",48.95,47.77,"R",NA,44,NA,3.77
"1078",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,11,39,10,"R",48.95,47.77,"R",39,NA,9.95,NA
"1079",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,23.5,46,10,"D",48.95,47.77,"R",NA,46,NA,1.77
"1080",80,1998,8,195.386,0.791978658,4.5,163.9,50.61,49.39,49.39,162.825,23.5,45,10,"R",48.95,47.77,"R",45,NA,3.95,NA
"1081",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,9.5,43,10,"D",48.29,47.85,"R",NA,43,NA,4.85
"1082",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,9.5,40,10,"R",48.29,47.85,"R",40,NA,8.29,NA
"1083",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,12,43,10,"D",48.29,47.85,"R",NA,43,NA,4.85
"1084",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,12,37,10,"R",48.29,47.85,"R",37,NA,11.29,NA
"1085",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,34.5,40,10,"D",48.29,47.85,"R",NA,40,NA,7.85
"1086",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,34.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1087",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,8,44,10,"D",48.29,47.85,"R",NA,44,NA,3.85
"1088",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,8,37,10,"R",48.29,47.85,"R",37,NA,11.29,NA
"1089",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,25.5,41,10,"D",48.29,47.85,"R",NA,41,NA,6.85
"1090",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,25.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1091",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,30.5,40,10,"D",48.29,47.85,"R",NA,40,NA,7.85
"1092",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,30.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1093",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,32.5,39,10,"D",48.29,47.85,"R",NA,39,NA,8.85
"1094",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,37.5,39,10,"D",48.29,47.85,"R",NA,39,NA,8.85
"1095",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,37.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1096",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,21.5,43,10,"D",48.29,47.85,"R",NA,43,NA,4.85
"1097",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,21.5,40,10,"R",48.29,47.85,"R",40,NA,8.29,NA
"1098",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,24.5,43,10,"D",48.29,47.85,"R",NA,43,NA,4.85
"1099",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,24.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1100",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,7.5,49,10,"D",48.29,47.85,"R",NA,49,NA,1.15
"1101",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,7.5,44,10,"R",48.29,47.85,"R",44,NA,4.29,NA
"1102",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,21,45,10,"D",48.29,47.85,"R",NA,45,NA,2.85
"1103",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,21,50,10,"R",48.29,47.85,"R",50,NA,1.71,NA
"1104",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,35.5,39,10,"D",48.29,47.85,"R",NA,39,NA,8.85
"1105",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,35.5,38,10,"R",48.29,47.85,"R",38,NA,10.29,NA
"1106",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,28.5,41,10,"D",48.29,47.85,"R",NA,41,NA,6.85
"1107",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,28.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1108",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,32,47,10,"D",48.29,47.85,"R",NA,47,NA,0.850000000000001
"1109",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,32,43,10,"R",48.29,47.85,"R",43,NA,5.29,NA
"1110",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,30.5,39,10,"D",48.29,47.85,"R",NA,39,NA,8.85
"1111",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,30.5,36,10,"R",48.29,47.85,"R",36,NA,12.29,NA
"1112",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,24,47,10,"D",48.29,47.85,"R",NA,47,NA,0.850000000000001
"1113",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,24,46,10,"R",48.29,47.85,"R",46,NA,2.29,NA
"1114",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,23.5,43,10,"D",48.29,47.85,"R",NA,43,NA,4.85
"1115",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,23.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1116",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,25.5,42,10,"D",48.29,47.85,"R",NA,42,NA,5.85
"1117",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,25.5,48,10,"R",48.29,47.85,"R",48,NA,0.289999999999999,NA
"1118",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,25.5,44,10,"R",48.29,47.85,"R",44,NA,4.29,NA
"1119",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,39.5,39,10,"D",48.29,47.85,"R",NA,39,NA,8.85
"1120",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,39.5,37,10,"R",48.29,47.85,"R",37,NA,11.29,NA
"1121",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,27.5,42,10,"D",48.29,47.85,"R",NA,42,NA,5.85
"1122",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,27.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1123",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,28.5,48,10,"D",48.29,47.85,"R",NA,48,NA,0.149999999999999
"1124",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,28.5,42,10,"R",48.29,47.85,"R",42,NA,6.29,NA
"1125",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,33.5,43,10,"D",48.29,47.85,"R",NA,43,NA,4.85
"1126",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,33.5,42,10,"R",48.29,47.85,"R",42,NA,6.29,NA
"1127",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,31.5,41,10,"D",48.29,47.85,"R",NA,41,NA,6.85
"1128",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,31.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1129",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,10.5,41,10,"D",48.29,47.85,"R",NA,41,NA,6.85
"1130",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,10.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1131",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,18.5,38,10,"D",48.29,47.85,"R",NA,38,NA,9.85
"1132",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,18.5,38,10,"R",48.29,47.85,"R",38,NA,10.29,NA
"1133",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,11.5,42,10,"D",48.29,47.85,"R",NA,42,NA,5.85
"1134",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,11.5,38,10,"R",48.29,47.85,"R",38,NA,10.29,NA
"1135",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,38.5,40,10,"D",48.29,47.85,"R",NA,40,NA,7.85
"1136",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,38.5,37,10,"R",48.29,47.85,"R",37,NA,11.29,NA
"1137",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,19,47,10,"D",48.29,47.85,"R",NA,47,NA,0.850000000000001
"1138",81,2000,5,46.586,1.915262808,4,169.3,50.23,49.77,50.23,171.7,19,43,10,"R",48.29,47.85,"R",43,NA,5.29,NA
"1139",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,9.5,43,10,"D",48.29,47.85,"R",NA,43,NA,4.85
"1140",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,9.5,40,10,"R",48.29,47.85,"R",40,NA,8.29,NA
"1141",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,12,43,10,"D",48.29,47.85,"R",NA,43,NA,4.85
"1142",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,12,37,10,"R",48.29,47.85,"R",37,NA,11.29,NA
"1143",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,34.5,40,10,"D",48.29,47.85,"R",NA,40,NA,7.85
"1144",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,34.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1145",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,8,44,10,"D",48.29,47.85,"R",NA,44,NA,3.85
"1146",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,8,37,10,"R",48.29,47.85,"R",37,NA,11.29,NA
"1147",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,25.5,41,10,"D",48.29,47.85,"R",NA,41,NA,6.85
"1148",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,25.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1149",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,30.5,40,10,"D",48.29,47.85,"R",NA,40,NA,7.85
"1150",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,30.5,39,10,"R",48.29,47.85,"R",39,NA,9.29,NA
"1151",82,2000,6,236.663,1.104717985,3.8,170.9,50.23,49.77,50.23,171.7,32.5,39,10,"D",48.29,47.85,"R",NA,39,NA,8.85
