"","...1","year","quarter_cycle","GDP_growth_qt","DSPIC_change_pct","UNRATE","CPIAUCSL","R_majorvote_pct","D_majorvote_pct","H_incumbent_party_majorvote_pct","CPIAUCSL.ave","days_until_election","support","emonth","party","R_totalvote_pct","D_totalvote_pct","winner_party","R_support","D_support","R_difference","D_difference"
"1659",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,8,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1660",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,8,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1661",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,9,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1662",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,9,51,10,"R",50.13,47.46,"R",51,NA,0.869999999999997,NA
"1663",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,11,50,10,"D",50.13,47.46,"R",NA,50,NA,2.54
"1664",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,11,47,10,"R",50.13,47.46,"R",47,NA,3.13,NA
"1665",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,12,47,10,"D",50.13,47.46,"R",NA,47,NA,0.460000000000001
"1666",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,12,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1667",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,13,44,10,"D",50.13,47.46,"R",NA,44,NA,3.46
"1668",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,13,49,10,"R",50.13,47.46,"R",49,NA,1.13,NA
"1669",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,15,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1670",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,15,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1671",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,15,46,10,"D",50.13,47.46,"R",NA,46,NA,1.46
"1672",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,15,47,10,"R",50.13,47.46,"R",47,NA,3.13,NA
"1673",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,19,39,10,"D",50.13,47.46,"R",NA,39,NA,8.46
"1674",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,19,45,10,"R",50.13,47.46,"R",45,NA,5.13,NA
"1675",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,19,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1676",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,19,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1677",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,19,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1678",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,19,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1679",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,22,40,10,"D",50.13,47.46,"R",NA,40,NA,7.46
"1680",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,22,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1681",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,26,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1682",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,26,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1683",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,29,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1684",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,29,43,10,"R",50.13,47.46,"R",43,NA,7.13,NA
"1685",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,29,44,10,"D",50.13,47.46,"R",NA,44,NA,3.46
"1686",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,29,48,10,"R",50.13,47.46,"R",48,NA,2.13,NA
"1687",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,30,41,10,"D",50.13,47.46,"R",NA,41,NA,6.46
"1688",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,30,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1689",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,30,45,10,"D",50.13,47.46,"R",NA,45,NA,2.46
"1690",90,2004,6,108.376,1.145183744,5.6,187.4,51.37,48.63,51.37,188.4,30,49,10,"R",50.13,47.46,"R",49,NA,1.13,NA
"1691",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,4,46,10,"D",50.13,47.46,"R",NA,46,NA,1.46
"1692",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,4,47,10,"R",50.13,47.46,"R",47,NA,3.13,NA
"1693",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,4,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1694",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,4,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1695",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,4,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1696",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,4,48,10,"R",50.13,47.46,"R",48,NA,2.13,NA
"1697",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,4,46,10,"D",50.13,47.46,"R",NA,46,NA,1.46
"1698",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,4,48,10,"R",50.13,47.46,"R",48,NA,2.13,NA
"1699",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,6,49,10,"D",50.13,47.46,"R",NA,49,NA,1.54
"1700",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,6,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1701",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,7,48,10,"R",50.13,47.46,"R",48,NA,2.13,NA
"1702",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,8,44,10,"D",50.13,47.46,"R",NA,44,NA,3.46
"1703",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,8,45,10,"R",50.13,47.46,"R",45,NA,5.13,NA
"1704",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,8,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1705",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,8,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1706",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,9,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1707",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,9,51,10,"R",50.13,47.46,"R",51,NA,0.869999999999997,NA
"1708",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,11,50,10,"D",50.13,47.46,"R",NA,50,NA,2.54
"1709",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,11,47,10,"R",50.13,47.46,"R",47,NA,3.13,NA
"1710",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,12,47,10,"D",50.13,47.46,"R",NA,47,NA,0.460000000000001
"1711",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,12,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1712",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,13,44,10,"D",50.13,47.46,"R",NA,44,NA,3.46
"1713",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,13,49,10,"R",50.13,47.46,"R",49,NA,1.13,NA
"1714",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,15,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1715",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,15,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1716",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,15,46,10,"D",50.13,47.46,"R",NA,46,NA,1.46
"1717",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,15,47,10,"R",50.13,47.46,"R",47,NA,3.13,NA
"1718",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,19,39,10,"D",50.13,47.46,"R",NA,39,NA,8.46
"1719",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,19,45,10,"R",50.13,47.46,"R",45,NA,5.13,NA
"1720",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,19,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1721",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,19,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1722",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,19,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1723",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,19,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1724",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,22,40,10,"D",50.13,47.46,"R",NA,40,NA,7.46
"1725",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,22,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1726",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,26,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1727",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,26,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1728",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,29,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1729",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,29,43,10,"R",50.13,47.46,"R",43,NA,7.13,NA
"1730",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,29,44,10,"D",50.13,47.46,"R",NA,44,NA,3.46
"1731",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,29,48,10,"R",50.13,47.46,"R",48,NA,2.13,NA
"1732",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,30,41,10,"D",50.13,47.46,"R",NA,41,NA,6.46
"1733",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,30,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1734",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,30,45,10,"D",50.13,47.46,"R",NA,45,NA,2.46
"1735",91,2004,7,135.461,0.653625579,5.5,189.1,51.37,48.63,51.37,188.4,30,49,10,"R",50.13,47.46,"R",49,NA,1.13,NA
"1736",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,4,46,10,"D",50.13,47.46,"R",NA,46,NA,1.46
"1737",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,4,47,10,"R",50.13,47.46,"R",47,NA,3.13,NA
"1738",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,4,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1739",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,4,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1740",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,4,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1741",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,4,48,10,"R",50.13,47.46,"R",48,NA,2.13,NA
"1742",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,4,46,10,"D",50.13,47.46,"R",NA,46,NA,1.46
"1743",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,4,48,10,"R",50.13,47.46,"R",48,NA,2.13,NA
"1744",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,6,49,10,"D",50.13,47.46,"R",NA,49,NA,1.54
"1745",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,6,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1746",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,7,48,10,"R",50.13,47.46,"R",48,NA,2.13,NA
"1747",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,8,44,10,"D",50.13,47.46,"R",NA,44,NA,3.46
"1748",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,8,45,10,"R",50.13,47.46,"R",45,NA,5.13,NA
"1749",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,8,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1750",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,8,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1751",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,9,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1752",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,9,51,10,"R",50.13,47.46,"R",51,NA,0.869999999999997,NA
"1753",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,11,50,10,"D",50.13,47.46,"R",NA,50,NA,2.54
"1754",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,11,47,10,"R",50.13,47.46,"R",47,NA,3.13,NA
"1755",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,12,47,10,"D",50.13,47.46,"R",NA,47,NA,0.460000000000001
"1756",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,12,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1757",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,13,44,10,"D",50.13,47.46,"R",NA,44,NA,3.46
"1758",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,13,49,10,"R",50.13,47.46,"R",49,NA,1.13,NA
"1759",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,15,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1760",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,15,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1761",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,15,46,10,"D",50.13,47.46,"R",NA,46,NA,1.46
"1762",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,15,47,10,"R",50.13,47.46,"R",47,NA,3.13,NA
"1763",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,19,39,10,"D",50.13,47.46,"R",NA,39,NA,8.46
"1764",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,19,45,10,"R",50.13,47.46,"R",45,NA,5.13,NA
"1765",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,19,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1766",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,19,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1767",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,19,43,10,"D",50.13,47.46,"R",NA,43,NA,4.46
"1768",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,19,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1769",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,22,40,10,"D",50.13,47.46,"R",NA,40,NA,7.46
"1770",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,22,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1771",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,26,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1772",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,26,44,10,"R",50.13,47.46,"R",44,NA,6.13,NA
"1773",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,29,42,10,"D",50.13,47.46,"R",NA,42,NA,5.46
"1774",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,29,43,10,"R",50.13,47.46,"R",43,NA,7.13,NA
"1775",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,29,44,10,"D",50.13,47.46,"R",NA,44,NA,3.46
"1776",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,29,48,10,"R",50.13,47.46,"R",48,NA,2.13,NA
"1777",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,30,41,10,"D",50.13,47.46,"R",NA,41,NA,6.46
"1778",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,30,46,10,"R",50.13,47.46,"R",46,NA,4.13,NA
"1779",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,30,45,10,"D",50.13,47.46,"R",NA,45,NA,2.46
"1780",92,2004,8,144.892,1.261610028,5.5,190.8,51.37,48.63,51.37,188.4,30,49,10,"R",50.13,47.46,"R",49,NA,1.13,NA
"1781",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,11.5,49,10,"D",44.83,52.82,"D",NA,49,NA,3.82
"1782",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,11.5,38,10,"R",44.83,52.82,"D",38,NA,6.83,NA
"1783",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,31,58,10,"D",44.83,52.82,"D",NA,58,NA,5.18
"1784",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,31,35,10,"R",44.83,52.82,"D",35,NA,9.83,NA
"1785",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,32.5,51,10,"D",44.83,52.82,"D",NA,51,NA,1.82
"1786",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,32.5,39,10,"R",44.83,52.82,"D",39,NA,5.83,NA
"1787",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,15.5,56,10,"D",44.83,52.82,"D",NA,56,NA,3.18
"1788",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,15.5,37,10,"R",44.83,52.82,"D",37,NA,7.83,NA
"1789",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,13.5,49,10,"D",44.83,52.82,"D",NA,49,NA,3.82
"1790",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,13.5,38,10,"R",44.83,52.82,"D",38,NA,6.83,NA
"1791",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,31,59,10,"D",44.83,52.82,"D",NA,59,NA,6.18
"1792",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,31,36,10,"R",44.83,52.82,"D",36,NA,8.83,NA
"1793",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,17,54,10,"D",44.83,52.82,"D",NA,54,NA,1.18
"1794",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,17,41,10,"R",44.83,52.82,"D",41,NA,3.83,NA
"1795",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,27.5,50,10,"D",44.83,52.82,"D",NA,50,NA,2.82
"1796",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,27.5,41,10,"R",44.83,52.82,"D",41,NA,3.83,NA
"1797",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,18.5,55,10,"D",44.83,52.82,"D",NA,55,NA,2.18
"1798",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,18.5,32,10,"R",44.83,52.82,"D",32,NA,12.83,NA
"1799",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,17,48,10,"D",44.83,52.82,"D",NA,48,NA,4.82
"1800",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,17,39,10,"R",44.83,52.82,"D",39,NA,5.83,NA
"1801",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,30.5,49,10,"D",44.83,52.82,"D",NA,49,NA,3.82
"1802",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,30.5,36,10,"R",44.83,52.82,"D",36,NA,8.83,NA
"1803",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,32.5,51,10,"D",44.83,52.82,"D",NA,51,NA,1.82
"1804",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,32.5,38,10,"R",44.83,52.82,"D",38,NA,6.83,NA
"1805",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,31,58,10,"D",44.83,52.82,"D",NA,58,NA,5.18
"1806",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,31,35,10,"R",44.83,52.82,"D",35,NA,9.83,NA
"1807",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,24,56,10,"D",44.83,52.82,"D",NA,56,NA,3.18
"1808",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,24,40,10,"R",44.83,52.82,"D",40,NA,4.83,NA
"1809",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,17.5,57,10,"D",44.83,52.82,"D",NA,57,NA,4.18
"1810",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,17.5,35,10,"R",44.83,52.82,"D",35,NA,9.83,NA
"1811",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,31.5,49,10,"D",44.83,52.82,"D",NA,49,NA,3.82
"1812",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,31.5,38,10,"R",44.83,52.82,"D",38,NA,6.83,NA
"1813",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,10.5,52,10,"D",44.83,52.82,"D",NA,52,NA,0.82
"1814",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,10.5,39,10,"R",44.83,52.82,"D",39,NA,5.83,NA
"1815",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,35,53,10,"D",44.83,52.82,"D",NA,53,NA,0.18
"1816",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,35,36,10,"R",44.83,52.82,"D",36,NA,8.83,NA
"1817",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,10,54,10,"D",44.83,52.82,"D",NA,54,NA,1.18
"1818",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,10,38,10,"R",44.83,52.82,"D",38,NA,6.83,NA
"1819",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,17,53,10,"D",44.83,52.82,"D",NA,53,NA,0.18
"1820",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,17,38,10,"R",44.83,52.82,"D",38,NA,6.83,NA
"1821",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,18.5,55,10,"D",44.83,52.82,"D",NA,55,NA,2.18
"1822",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,18.5,37,10,"R",44.83,52.82,"D",37,NA,7.83,NA
"1823",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,35,54,10,"D",44.83,52.82,"D",NA,54,NA,1.18
"1824",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,35,38,10,"R",44.83,52.82,"D",38,NA,6.83,NA
"1825",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,16,50,10,"D",44.83,52.82,"D",NA,50,NA,2.82
"1826",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,16,43,10,"R",44.83,52.82,"D",43,NA,1.83,NA
"1827",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,40.5,51,10,"D",44.83,52.82,"D",NA,51,NA,1.82
"1828",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,40.5,38,10,"R",44.83,52.82,"D",38,NA,6.83,NA
"1829",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,9,52,10,"D",44.83,52.82,"D",NA,52,NA,0.82
"1830",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,9,37,10,"R",44.83,52.82,"D",37,NA,7.83,NA
"1831",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,29,48,10,"D",44.83,52.82,"D",NA,48,NA,4.82
"1832",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,29,39,10,"R",44.83,52.82,"D",39,NA,5.83,NA
"1833",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,24,40,10,"D",44.83,52.82,"D",NA,40,NA,12.82
"1834",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,24,31,10,"R",44.83,52.82,"D",31,NA,13.83,NA
"1835",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,18.5,51,10,"D",44.83,52.82,"D",NA,51,NA,1.82
"1836",93,2006,5,200.429,1.944284728,4.7,199.3,45.91,54.09,45.91,201.2,18.5,37,10,"R",44.83,52.82,"D",37,NA,7.83,NA
