FIPS,STATE_FIPS,CD,Geographic Name,Geographic Subtype,Total Vote,RANKD,RANKR,RANKI,Democratic,Republican,Independent,Libertarian,Green,Constitution,CA Democratic,CA Republican,Unity,Write-ins,Independent American,Conservative,Working Families,Working Class,State1,State2,State3,State4,State5,State6,State7,State8
fips,state_fips,cd,name,type,totalvote,rankD,rankR,rankI,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18,vote19,vote20,vote21,vote22
53910,53,10,District 10,Congressional District,255146,1,2,0,144904,109843,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0
54901,54,01,District 1,Congressional District,227160,2,1,3,65421,151483,10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54902,54,02,District 2,Congressional District,244697,2,1,0,84254,160443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55901,55,01,District 1,Congressional District,300782,2,1,0,135788,162562,0,0,0,0,0,0,0,185,0,0,0,0,2247,0,0,0,0,0,0,0
55902,55,02,District 2,Congressional District,378425,1,2,3,268661,101855,7682,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0
55903,55,03,District 3,Congressional District,312502,2,1,0,149804,162492,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0
55904,55,04,District 4,Congressional District,301778,1,2,3,192226,57660,51659,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0
55905,55,05,District 5,Congressional District,378556,2,1,0,134558,243718,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0
55906,55,06,District 6,Congressional District,253091,0,1,0,0,239217,0,0,0,0,0,0,0,13874,0,0,0,0,0,0,0,0,0,0,0,0
55907,55,07,District 7,Congressional District,338303,2,1,0,128879,209269,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0
55908,55,08,District 8,Congressional District,309658,0,1,2,0,223779,48717,32021,0,0,0,0,0,5141,0,0,0,0,0,0,0,0,0,0,0,0
56901,56,01,At Large,Congressional District,193857,2,1,0,47241,132172,0,5420,0,4503,0,0,0,4521,0,0,0,0,0,0,0,0,0,0,0,0
